innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Rajasthan Royals,death,41,3,30,8.2,4,9
1,Rajasthan Royals,middle,65,3,54,7.22,8,21
1,Rajasthan Royals,powerplay,34,1,36,5.67,4,19
2,Chennai Super Kings,death,64,1,39,9.85,9,12
2,Chennai Super Kings,middle,42,1,38,6.63,4,18
2,Chennai Super Kings,powerplay,35,1,33,6.36,5,20
