innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,9,2,Sunrisers Hyderabad,N Pooran,MR Marsh,Navdeep Singh,,upheld,False
2,16,3,Delhi Capitals,N Pooran,A Nortje,NA Patwardhan,,struck down,False
