innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,SV Samson,31,3.3
1,Chennai Super Kings,2,Urvil Patel,48,5.3
1,Chennai Super Kings,3,Kartik Sharma,90,10.4
1,Chennai Super Kings,4,RD Gaikwad,100,12.3
1,Chennai Super Kings,5,D Brevis,159,18.5
1,Chennai Super Kings,6,S Dube,164,19.3
1,Chennai Super Kings,7,PR Veer,180,20.6
2,Sunrisers Hyderabad,1,TM Head,18,3.3
2,Sunrisers Hyderabad,2,Abhishek Sharma,56,8.4
2,Sunrisers Hyderabad,3,H Klaasen,131,15.3
2,Sunrisers Hyderabad,4,Nithish Kumar Reddy,153,18.1
2,Sunrisers Hyderabad,5,Ishan Kishan,175,19.3
