innings,over,ball,team,player_in,player_out,reason
2,1,1,Chennai Super Kings,Mukesh Choudhary,Kartik Sharma,impact_player
2,1,1,Sunrisers Hyderabad,TM Head,Sakib Hussain,impact_player
