innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,2,3,Sunrisers Hyderabad,JM Bairstow,R Ashwin,CB Gaffaney,,upheld,False
2,17,1,Sunrisers Hyderabad,Abhishek Sharma,AR Patel,KN Ananthapadmanabhan,,struck down,False
