innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Delhi Capitals,death,43,2,30,8.6,6,7
1,Delhi Capitals,middle,65,2,54,7.22,6,18
1,Delhi Capitals,powerplay,51,0,36,8.5,8,13
2,Sunrisers Hyderabad,death,49,3,30,9.8,5,6
2,Sunrisers Hyderabad,middle,54,2,54,6.0,5,22
2,Sunrisers Hyderabad,powerplay,56,2,36,9.33,9,17
