innings,team,wicket_number,player_out,score,over
1,Delhi Capitals,1,S Dhawan,81,11.2
1,Delhi Capitals,2,PP Shaw,84,12.3
1,Delhi Capitals,3,RR Pant,142,19.2
1,Delhi Capitals,4,SO Hetmyer,145,19.6
2,Sunrisers Hyderabad,1,DA Warner,28,4.2
2,Sunrisers Hyderabad,2,JM Bairstow,56,6.4
2,Sunrisers Hyderabad,3,Virat Singh,84,12.2
2,Sunrisers Hyderabad,4,KM Jadhav,104,15.2
2,Sunrisers Hyderabad,5,Abhishek Sharma,117,17.1
2,Sunrisers Hyderabad,6,Rashid Khan,117,17.2
2,Sunrisers Hyderabad,7,V Shankar,136,19.3
