innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Punjab Kings,Arshdeep Singh,4.0,0,52,1,13.0,8,5,0
1,Punjab Kings,HV Patel,1.0,0,12,0,12.0,0,1,0
1,Punjab Kings,Harpreet Brar,4.0,0,17,2,4.25,10,1,0
1,Punjab Kings,K Rabada,4.0,0,23,1,5.75,8,1,0
1,Punjab Kings,RD Chahar,4.0,0,16,2,4.0,9,0,0
1,Punjab Kings,SM Curran,3.0,0,37,0,12.33,5,0,1
2,Chennai Super Kings,DL Chahar,0.2,0,4,0,12.0,1,0,0
2,Chennai Super Kings,MM Ali,2.0,0,22,0,11.0,4,0,0
2,Chennai Super Kings,Mustafizur Rahman,4.0,1,22,0,5.5,14,5,0
2,Chennai Super Kings,RA Jadeja,3.0,0,22,0,7.33,6,0,0
2,Chennai Super Kings,RJ Gleeson,3.5,0,30,1,7.83,9,1,1
2,Chennai Super Kings,S Dube,1.0,0,14,1,14.0,1,0,0
2,Chennai Super Kings,SN Thakur,3.4,0,48,1,13.09,3,1,1
