match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
1,Chennai Super Kings,AS Joseph,3.4,0,38,0,10.36,3
1,Chennai Super Kings,C Green,3.0,0,27,2,9.0,5
1,Chennai Super Kings,GJ Maxwell,1.0,0,7,0,7.0,4
1,Chennai Super Kings,KV Sharma,2.0,0,24,1,12.0,4
1,Chennai Super Kings,Mayank Dagar,2.0,0,6,0,3.0,6
1,Chennai Super Kings,Mohammed Siraj,4.0,0,38,0,9.5,9
1,Chennai Super Kings,Yash Dayal,3.0,0,28,1,9.33,8
6,Punjab Kings,AS Joseph,4.0,0,43,1,10.75,8
6,Punjab Kings,C Green,2.0,0,19,0,9.5,3
6,Punjab Kings,GJ Maxwell,3.0,0,29,2,9.67,6
6,Punjab Kings,Mayank Dagar,3.0,0,34,0,11.33,4
6,Punjab Kings,Mohammed Siraj,4.0,0,26,2,6.5,11
6,Punjab Kings,Yash Dayal,4.0,0,23,1,5.75,12
10,Kolkata Knight Riders,AS Joseph,2.0,0,34,0,17.0,5
10,Kolkata Knight Riders,C Green,1.0,0,7,0,7.0,2
10,Kolkata Knight Riders,Mayank Dagar,2.5,0,23,1,8.12,5
10,Kolkata Knight Riders,Mohammed Siraj,3.0,0,46,0,15.33,3
10,Kolkata Knight Riders,Vijaykumar Vyshak,4.0,0,23,1,5.75,6
10,Kolkata Knight Riders,Yash Dayal,4.0,0,46,1,11.5,6
15,Lucknow Super Giants,C Green,2.0,0,25,0,12.5,3
15,Lucknow Super Giants,GJ Maxwell,4.0,0,23,2,5.75,12
15,Lucknow Super Giants,Mayank Dagar,2.0,0,23,0,11.5,2
15,Lucknow Super Giants,Mohammed Siraj,4.0,0,47,1,11.75,11
15,Lucknow Super Giants,RJW Topley,4.0,0,39,1,9.75,11
15,Lucknow Super Giants,Yash Dayal,4.0,0,24,1,6.0,12
19,Rajasthan Royals,C Green,3.1,0,27,0,8.53,5
19,Rajasthan Royals,H Sharma,2.0,0,29,0,14.5,0
