innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Royal Challengers Bangalore,F du Plessis,5,7,1,0,71.43,b M Jansen,1
1,Royal Challengers Bangalore,Anuj Rawat,0,2,0,0,0.0,c AK Markram b M Jansen,2
1,Royal Challengers Bangalore,V Kohli,0,1,0,0,0.0,c AK Markram b M Jansen,3
1,Royal Challengers Bangalore,GJ Maxwell,12,11,2,0,109.09,c KS Williamson b T Natarajan,4
1,Royal Challengers Bangalore,SS Prabhudessai,15,20,1,0,75.0,st N Pooran b J Suchith,5
1,Royal Challengers Bangalore,Shahbaz Ahmed,7,12,1,0,58.33,c N Pooran b Umran Malik,6
1,Royal Challengers Bangalore,KD Karthik,0,3,0,0,0.0,c N Pooran b J Suchith,7
1,Royal Challengers Bangalore,HV Patel,4,8,0,0,50.0,b T Natarajan,8
1,Royal Challengers Bangalore,PWH de Silva,8,19,1,0,42.11,b T Natarajan,9
1,Royal Challengers Bangalore,JR Hazlewood,3,11,0,0,27.27,not out,10
1,Royal Challengers Bangalore,Mohammed Siraj,2,4,0,0,50.0,c KS Williamson b B Kumar,11
2,Sunrisers Hyderabad,Abhishek Sharma,47,28,8,1,167.86,c Anuj Rawat b HV Patel,1
2,Sunrisers Hyderabad,KS Williamson,16,17,2,0,94.12,not out,2
2,Sunrisers Hyderabad,RA Tripathi,7,3,0,1,233.33,not out,3
