innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Pune Warriors,death,24,3,30,4.8,0,9
1,Pune Warriors,middle,52,3,54,5.78,3,20
1,Pune Warriors,powerplay,36,2,36,6.0,5,19
2,Mumbai Indians,death,52,2,40,7.8,7,15
2,Mumbai Indians,middle,31,1,39,4.77,3,17
2,Mumbai Indians,powerplay,33,2,34,5.82,4,20
