innings,team,wicket_number,player_out,score,over
1,Pune Warriors,1,AJ Finch,13,3.5
1,Pune Warriors,2,RV Uthappa,25,5.4
1,Pune Warriors,3,MK Pandey,84,13.6
1,Pune Warriors,4,AD Mathews,85,14.3
1,Pune Warriors,5,Yuvraj Singh,85,14.5
1,Pune Warriors,6,KW Richardson,99,18.3
1,Pune Warriors,7,AM Nayar,109,20.3
1,Pune Warriors,8,B Kumar,112,20.6
2,Mumbai Indians,1,DR Smith,0,1.1
2,Mumbai Indians,2,SR Tendulkar,25,5.3
2,Mumbai Indians,3,KD Karthik,39,8.2
2,Mumbai Indians,4,AT Rayudu,93,16.6
2,Mumbai Indians,5,RG Sharma,112,19.2
