innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,2,6,Mumbai Indians,RG Sharma,Mohammed Shami,S Ravi,,upheld,False
1,17,6,Mumbai Indians,KA Pollard,Mohammed Shami,VK Sharma,,upheld,False
2,11,1,Mumbai Indians,N Pooran,RD Chahar,VK Sharma,,struck down,False
2,18,1,Kings XI Punjab,SN Khan,JL Pattinson,S Ravi,,struck down,False
