match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
4,Sunrisers Hyderabad,DS Kulkarni,4.0,0,23,2,5.75,11
4,Sunrisers Hyderabad,JP Faulkner,3.0,0,27,0,9.0,2
4,Sunrisers Hyderabad,KW Richardson,4.0,0,25,2,6.25,8
4,Sunrisers Hyderabad,PV Tambe,4.0,0,23,0,5.75,8
4,Sunrisers Hyderabad,R Bhatia,4.0,0,22,2,5.5,7
4,Sunrisers Hyderabad,STR Binny,1.0,0,7,0,7.0,2
7,Kings XI Punjab,DS Kulkarni,4.0,0,50,1,12.5,11
7,Kings XI Punjab,JP Faulkner,3.4,0,45,1,12.27,2
7,Kings XI Punjab,KW Richardson,3.0,0,25,1,8.33,5
7,Kings XI Punjab,PV Tambe,4.0,0,26,0,6.5,6
7,Kings XI Punjab,R Bhatia,3.0,0,38,0,12.67,2
7,Kings XI Punjab,STR Binny,1.0,0,4,0,4.0,3
10,Chennai Super Kings,DS Kulkarni,3.0,0,18,0,6.0,11
10,Chennai Super Kings,JP Faulkner,3.0,0,38,1,12.67,2
10,Chennai Super Kings,PV Tambe,4.0,0,27,1,6.75,12
10,Chennai Super Kings,R Bhatia,4.0,0,13,2,3.25,11
10,Chennai Super Kings,SR Watson,1.0,0,5,0,5.0,1
10,Chennai Super Kings,STR Binny,1.0,0,10,1,10.0,1
10,Chennai Super Kings,TG Southee,4.0,0,27,0,6.75,10
14,Royal Challengers Bangalore,KW Richardson,4.0,0,18,2,4.5,11
14,Royal Challengers Bangalore,PV Tambe,4.0,0,20,4,5.0,14
14,Royal Challengers Bangalore,R Bhatia,1.0,0,7,1,7.0,2
14,Royal Challengers Bangalore,SR Watson,2.0,0,5,1,2.5,9
14,Royal Challengers Bangalore,STR Binny,1.0,0,1,1,1.0,5
14,Royal Challengers Bangalore,TG Southee,3.0,0,16,0,5.33,9
19,Kolkata Knight Riders,Iqbal Abdulla,2.0,0,17,0,8.5,2
19,Kolkata Knight Riders,JP Faulkner,2.0,0,11,3,5.5,7
19,Kolkata Knight Riders,KW Richardson,4.0,0,28,1,7.0,11
19,Kolkata Knight Riders,PV Tambe,4.0,0,31,2,7.75,7
19,Kolkata Knight Riders,R Bhatia,4.0,0,29,1,7.25,6
19,Kolkata Knight Riders,SR Watson,3.0,0,26,0,8.67,6
19,Kolkata Knight Riders,STR Binny,1.0,0,7,0,7.0,1
23,Delhi Daredevils,DS Kulkarni,3.0,0,18,0,6.0,6
23,Delhi Daredevils,JP Faulkner,4.0,0,26,2,6.5,8
23,Delhi Daredevils,KW Richardson,4.0,0,39,1,9.75,8
23,Delhi Daredevils,PV Tambe,4.0,0,25,2,6.25,8
23,Delhi Daredevils,R Bhatia,3.0,0,21,0,7.0,4
23,Delhi Daredevils,SR Watson,1.0,0,11,0,11.0,2
23,Delhi Daredevils,STR Binny,1.0,0,9,0,9.0,1
25,Kolkata Knight Riders,JP Faulkner,4.0,0,27,0,6.75,7
25,Kolkata Knight Riders,PV Tambe,4.0,0,26,3,6.5,7
25,Kolkata Knight Riders,R Bhatia,3.0,0,30,0,10.0,1
25,Kolkata Knight Riders,R Tewatia,2.0,0,18,0,9.0,2
25,Kolkata Knight Riders,SR Watson,4.0,0,21,3,5.25,12
25,Kolkata Knight Riders,TG Southee,3.0,0,33,0,11.0,6
30,Sunrisers Hyderabad,DS Kulkarni,2.0,0,19,0,9.5,6
30,Sunrisers Hyderabad,JP Faulkner,4.0,0,20,0,5.0,9
30,Sunrisers Hyderabad,KW Richardson,4.0,0,28,0,7.0,8
30,Sunrisers Hyderabad,PV Tambe,4.0,0,21,1,5.25,7
30,Sunrisers Hyderabad,R Bhatia,4.0,0,23,3,5.75,6
30,Sunrisers Hyderabad,SR Watson,2.0,0,13,3,6.5,7
35,Royal Challengers Bangalore,JP Faulkner,4.0,0,42,1,10.5,9
35,Royal Challengers Bangalore,KW Richardson,4.0,0,43,2,10.75,11
35,Royal Challengers Bangalore,PV Tambe,4.0,0,38,1,9.5,7
35,Royal Challengers Bangalore,R Bhatia,1.0,0,13,0,13.0,0
35,Royal Challengers Bangalore,R Tewatia,3.0,0,17,1,5.67,9
35,Royal Challengers Bangalore,SR Watson,4.0,0,35,0,8.75,10
37,Chennai Super Kings,Ankit Sharma,4.0,0,20,2,5.0,12
37,Chennai Super Kings,JP Faulkner,3.4,0,37,1,10.09,6
37,Chennai Super Kings,KK Cooper,4.0,0,25,1,6.25,8
37,Chennai Super Kings,PV Tambe,4.0,0,34,0,8.5,5
37,Chennai Super Kings,R Bhatia,4.0,0,30,1,7.5,6
41,Delhi Daredevils,BCJ Cutting,4.0,0,31,1,7.75,9
41,Delhi Daredevils,DS Kulkarni,4.0,0,24,1,6.0,10
41,Delhi Daredevils,JP Faulkner,1.0,0,6,1,6.0,3
41,Delhi Daredevils,KK Cooper,3.0,0,19,1,6.33,8
41,Delhi Daredevils,PV Tambe,3.0,0,24,1,8.0,2
41,Delhi Daredevils,R Bhatia,3.0,0,18,2,6.0,7
41,Delhi Daredevils,STR Binny,2.0,0,14,1,7.0,4
44,Mumbai Indians,Ankit Sharma,4.0,0,23,2,5.75,10
44,Mumbai Indians,DS Kulkarni,4.0,0,27,0,6.75,8
44,Mumbai Indians,JP Faulkner,4.0,0,47,0,11.75,8
44,Mumbai Indians,KK Cooper,3.0,0,27,0,9.0,7
44,Mumbai Indians,R Bhatia,4.0,0,39,0,9.75,4
44,Mumbai Indians,STR Binny,1.0,0,12,0,12.0,1
52,Kings XI Punjab,JP Faulkner,3.0,0,39,1,13.0,5
52,Kings XI Punjab,KK Cooper,4.0,0,25,0,6.25,4
52,Kings XI Punjab,PV Tambe,4.0,0,36,0,9.0,4
52,Kings XI Punjab,R Tewatia,4.0,0,24,1,6.0,10
52,Kings XI Punjab,SR Watson,2.0,0,16,0,8.0,8
52,Kings XI Punjab,VS Malik,3.0,0,29,1,9.67,7
56,Mumbai Indians,DS Kulkarni,3.0,0,42,2,14.0,7
56,Mumbai Indians,JP Faulkner,3.4,0,54,0,14.73,4
56,Mumbai Indians,KK Cooper,4.0,0,38,2,9.5,7
56,Mumbai Indians,PV Tambe,2.0,0,25,0,12.5,2
56,Mumbai Indians,SR Watson,2.0,0,33,0,16.5,2
