match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
12,2008-04-26,Rajasthan Royals,M Chinnaswamy Stadium,4.0,0,22,0,5.5,10,1,0
21,2008-05-03,Deccan Chargers,M Chinnaswamy Stadium,4.0,0,47,0,11.75,2,1,0
25,2008-05-05,Kings XI Punjab,M Chinnaswamy Stadium,3.2,0,36,0,10.8,7,2,0
29,2008-05-08,Kolkata Knight Riders,Eden Gardens,3.0,0,21,0,7.0,9,0,0
34,2008-05-12,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",4.0,0,36,0,9.0,9,1,0
39,2008-05-17,Rajasthan Royals,Sawai Mansingh Stadium,4.0,0,32,1,8.0,8,0,0
43,2008-05-19,Delhi Daredevils,M Chinnaswamy Stadium,4.0,0,18,2,4.5,12,0,0
46,2008-05-21,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,14,3,3.5,13,0,0
51,2008-05-25,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",4.0,0,33,1,8.25,10,1,0
55,2008-05-28,Mumbai Indians,M Chinnaswamy Stadium,4.0,0,45,0,11.25,5,0,0
