match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
2,Kolkata Knight Riders,GJ Maxwell,1.0,0,12,0,12.0,1
2,Kolkata Knight Riders,IK Pathan,1.0,0,9,0,9.0,3
2,Kolkata Knight Riders,M Morkel,3.0,0,18,3,6.0,8
2,Kolkata Knight Riders,RE van der Merwe,3.0,0,28,2,9.33,8
2,Kolkata Knight Riders,S Nadeem,2.0,0,16,0,8.0,2
2,Kolkata Knight Riders,UT Yadav,2.0,0,9,2,4.5,5
5,Royal Challengers Bangalore,DAJ Bracewell,4.0,0,32,3,8.0,10
5,Royal Challengers Bangalore,GJ Maxwell,2.0,0,10,1,5.0,5
5,Royal Challengers Bangalore,IK Pathan,4.0,0,47,0,11.75,5
5,Royal Challengers Bangalore,M Morkel,4.0,0,30,2,7.5,9
5,Royal Challengers Bangalore,S Nadeem,4.0,0,26,1,6.5,8
5,Royal Challengers Bangalore,UT Yadav,2.0,0,8,0,4.0,5
11,Chennai Super Kings,IK Pathan,4.0,0,25,1,6.25,12
11,Chennai Super Kings,KP Pietersen,2.0,0,16,0,8.0,3
11,Chennai Super Kings,M Morkel,4.0,0,19,2,4.75,13
11,Chennai Super Kings,RE van der Merwe,4.0,0,15,0,3.75,11
11,Chennai Super Kings,S Nadeem,3.0,0,9,0,3.0,10
11,Chennai Super Kings,UT Yadav,3.0,0,24,1,8.0,9
19,Mumbai Indians,AB Agarkar,3.2,1,27,2,8.1,8
19,Mumbai Indians,IK Pathan,4.0,0,12,1,3.0,13
19,Mumbai Indians,M Morkel,4.0,0,22,2,5.5,14
19,Mumbai Indians,S Nadeem,4.0,0,16,2,4.0,15
19,Mumbai Indians,UT Yadav,4.0,0,11,2,2.75,15
23,Deccan Chargers,AB Agarkar,3.0,0,42,0,14.0,3
23,Deccan Chargers,IK Pathan,4.0,0,27,0,6.75,10
23,Deccan Chargers,KP Pietersen,2.0,0,16,0,8.0,5
23,Deccan Chargers,M Morkel,4.0,0,23,3,5.75,8
23,Deccan Chargers,S Nadeem,4.0,0,16,3,4.0,9
23,Deccan Chargers,UT Yadav,3.0,0,33,1,11.0,4
27,Pune Warriors,IK Pathan,4.0,1,25,0,6.25,10
27,Pune Warriors,KP Pietersen,2.0,0,21,0,10.5,2
27,Pune Warriors,M Morkel,4.0,0,50,3,12.5,5
27,Pune Warriors,S Nadeem,4.0,0,44,0,11.0,5
27,Pune Warriors,UT Yadav,4.0,0,29,0,7.25,12
27,Pune Warriors,V Sehwag,1.0,0,9,0,9.0,3
27,Pune Warriors,Y Nagar,1.0,0,10,0,10.0,1
31,Pune Warriors,IK Pathan,4.0,0,23,1,5.75,12
