innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Deccan Chargers,1,AC Gilchrist,8,5,HH Gibbs,0,0,8,5
1,Deccan Chargers,2,HH Gibbs,0,4,AA Bilakhia,10,7,11,10
1,Deccan Chargers,3,RG Sharma,17,20,AA Bilakhia,12,19,33,39
1,Deccan Chargers,4,TL Suman,1,1,AA Bilakhia,0,1,1,2
1,Deccan Chargers,5,DR Smith,40,20,TL Suman,22,13,65,33
1,Deccan Chargers,6,DR Smith,8,8,Y Venugopal Rao,11,11,21,19
1,Deccan Chargers,7,Shoaib Ahmed,0,3,Y Venugopal Rao,0,0,0,3
1,Deccan Chargers,8,RP Singh,2,4,Y Venugopal Rao,5,4,8,8
1,Deccan Chargers,9,PP Ojha,1,1,RP Singh,0,0,1,1
1,Deccan Chargers,10,PP Ojha,1,1,RP Singh,0,0,1,1
2,Delhi Daredevils,1,G Gambhir,9,10,V Sehwag,20,11,30,21
2,Delhi Daredevils,2,AB de Villiers,5,9,G Gambhir,0,0,5,9
2,Delhi Daredevils,3,TM Dilshan,4,6,G Gambhir,8,5,14,11
2,Delhi Daredevils,4,KD Karthik,41,30,TM Dilshan,31,32,79,62
2,Delhi Daredevils,5,M Manhas,3,2,TM Dilshan,17,8,22,9
