innings,team,wicket_number,player_out,score,over
1,Deccan Chargers,1,AC Gilchrist,8,1.5
1,Deccan Chargers,2,HH Gibbs,19,3.3
1,Deccan Chargers,3,RG Sharma,52,9.6
1,Deccan Chargers,4,AA Bilakhia,53,10.2
1,Deccan Chargers,5,TL Suman,118,15.5
1,Deccan Chargers,6,DR Smith,139,18.6
1,Deccan Chargers,7,Shoaib Ahmed,139,19.3
1,Deccan Chargers,8,Y Venugopal Rao,147,20.5
1,Deccan Chargers,9,PP Ojha,148,20.6
2,Delhi Daredevils,1,V Sehwag,30,4.3
2,Delhi Daredevils,2,AB de Villiers,35,5.6
2,Delhi Daredevils,3,G Gambhir,49,7.5
2,Delhi Daredevils,4,KD Karthik,128,18.1
