innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,DA Warner,7,2.3
1,Delhi Daredevils,2,TM Dilshan,57,7.2
1,Delhi Daredevils,3,G Gambhir,80,10.5
1,Delhi Daredevils,4,V Sehwag,103,14.5
1,Delhi Daredevils,5,AB de Villiers,130,17.6
1,Delhi Daredevils,6,R Bhatia,131,18.2
1,Delhi Daredevils,7,A Mishra,150,20.1
2,Deccan Chargers,1,TL Suman,33,3.5
2,Deccan Chargers,2,RG Sharma,40,5.2
2,Deccan Chargers,3,AC Gilchrist,86,11.5
2,Deccan Chargers,4,DB Ravi Teja,149,17.6
2,Deccan Chargers,5,A Symonds,150,18.2
2,Deccan Chargers,6,DR Smith,151,18.4
2,Deccan Chargers,7,Y Venugopal Rao,155,19.3
2,Deccan Chargers,8,RP Singh,155,19.4
2,Deccan Chargers,9,PP Ojha,161,20.3
2,Deccan Chargers,10,Shoaib Ahmed,161,20.4
