innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Deccan Chargers,A Symonds,3.0,0,19,1,6.33,10,1,0
1,Deccan Chargers,DR Smith,4.0,0,25,1,6.25,8,0,0
1,Deccan Chargers,PP Ojha,4.0,0,26,2,6.5,8,1,0
1,Deccan Chargers,RP Singh,4.0,0,26,0,6.5,9,1,0
1,Deccan Chargers,Shoaib Ahmed,1.0,0,24,0,24.0,0,0,0
1,Deccan Chargers,WPUJC Vaas,4.0,0,52,2,13.0,10,1,2
2,Delhi Daredevils,A Mishra,3.0,0,39,0,13.0,4,0,0
2,Delhi Daredevils,A Nehra,4.0,0,47,1,11.75,6,1,0
2,Delhi Daredevils,DP Nannes,4.0,0,31,1,7.75,10,1,0
2,Delhi Daredevils,PJ Sangwan,4.0,1,18,3,4.5,14,3,0
2,Delhi Daredevils,R Bhatia,2.4,0,15,4,5.62,6,0,0
2,Delhi Daredevils,TM Dilshan,2.0,0,8,0,4.0,4,0,0
