innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,S Dhawan,46,6.6
1,Sunrisers Hyderabad,2,DJ Hooda,48,7.4
1,Sunrisers Hyderabad,3,Yuvraj Singh,66,10.3
1,Sunrisers Hyderabad,4,MC Henriques,105,14.3
1,Sunrisers Hyderabad,5,DA Warner,117,16.2
1,Sunrisers Hyderabad,6,EJG Morgan,132,18.3
1,Sunrisers Hyderabad,7,B Kumar,158,20.6
2,Delhi Daredevils,1,Q de Kock,9,2.5
2,Delhi Daredevils,2,RR Pant,82,12.4
2,Delhi Daredevils,3,JP Duminy,117,17.1
2,Delhi Daredevils,4,CR Brathwaite,143,19.2
