innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Sunrisers Hyderabad,1,DA Warner,36,28,S Dhawan,10,8,46,36
1,Sunrisers Hyderabad,2,DA Warner,1,3,DJ Hooda,1,1,2,4
1,Sunrisers Hyderabad,3,DA Warner,7,6,Yuvraj Singh,10,11,18,17
1,Sunrisers Hyderabad,4,MC Henriques,18,13,DA Warner,20,11,39,24
1,Sunrisers Hyderabad,5,DA Warner,9,8,EJG Morgan,3,3,12,11
1,Sunrisers Hyderabad,6,NV Ojha,4,6,EJG Morgan,11,7,15,13
1,Sunrisers Hyderabad,7,NV Ojha,12,8,B Kumar,13,7,26,15
1,Sunrisers Hyderabad,8,NV Ojha,12,8,B Kumar,13,7,26,15
2,Delhi Daredevils,1,Q de Kock,2,9,RR Pant,1,2,9,11
2,Delhi Daredevils,2,KK Nair,40,35,RR Pant,31,24,73,59
2,Delhi Daredevils,3,KK Nair,17,12,JP Duminy,17,15,35,27
2,Delhi Daredevils,4,KK Nair,13,6,CR Brathwaite,10,7,26,13
2,Delhi Daredevils,5,SV Samson,3,4,KK Nair,13,6,18,10
