innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Pune Warriors,A Nehra,4.0,0,43,1,10.75,4,1,0
1,Pune Warriors,AB Dinda,4.0,0,30,1,7.5,8,0,2
1,Pune Warriors,AD Mathews,2.0,0,18,1,9.0,3,0,0
1,Pune Warriors,M Kartik,3.0,0,18,0,6.0,10,0,0
1,Pune Warriors,MN Samuels,4.0,0,29,0,7.25,6,1,0
1,Pune Warriors,R Sharma,3.0,0,16,2,5.33,5,0,0
2,Chennai Super Kings,DJ Bravo,3.0,0,31,0,10.33,6,1,0
2,Chennai Super Kings,JA Morkel,2.0,0,22,0,11.0,3,1,0
2,Chennai Super Kings,KMDN Kulasekara,4.0,0,38,0,9.5,6,1,0
2,Chennai Super Kings,R Ashwin,4.0,0,19,0,4.75,6,0,0
2,Chennai Super Kings,SK Raina,4.0,0,22,0,5.5,7,0,0
2,Chennai Super Kings,VY Mahesh,2.2,0,22,1,9.43,6,0,0
