innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,DA Warner,4,2.1
1,Delhi Daredevils,2,NV Ojha,4,2.4
1,Delhi Daredevils,3,Y Venugopal Rao,35,7.2
1,Delhi Daredevils,4,Y Nagar,91,15.4
1,Delhi Daredevils,5,V Sehwag,132,18.5
1,Delhi Daredevils,6,TR Birt,145,19.4
1,Delhi Daredevils,7,IK Pathan,157,20.6
2,Kochi Tuskers Kerala,1,M Klinger,10,2.6
2,Kochi Tuskers Kerala,2,BB McCullum,15,3.1
2,Kochi Tuskers Kerala,3,PA Patel,28,5.3
2,Kochi Tuskers Kerala,4,DPMD Jayawardene,50,10.4
2,Kochi Tuskers Kerala,5,BJ Hodge,77,14.1
2,Kochi Tuskers Kerala,6,B Akhil,93,16.2
2,Kochi Tuskers Kerala,7,RA Jadeja,118,18.6
2,Kochi Tuskers Kerala,8,RR Powar,118,19.1
2,Kochi Tuskers Kerala,9,S Sreesanth,118,19.3
2,Kochi Tuskers Kerala,10,R Vinay Kumar,119,19.5
