innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Delhi Daredevils,1,DA Warner,3,7,V Sehwag,0,0,4,7
1,Delhi Daredevils,2,NV Ojha,0,3,V Sehwag,0,0,0,3
1,Delhi Daredevils,3,Y Venugopal Rao,1,10,V Sehwag,25,18,31,28
1,Delhi Daredevils,4,Y Nagar,22,30,V Sehwag,30,20,56,50
1,Delhi Daredevils,5,TR Birt,14,11,V Sehwag,25,9,41,19
1,Delhi Daredevils,6,TR Birt,6,2,IK Pathan,7,3,13,5
1,Delhi Daredevils,7,IK Pathan,6,4,RE van der Merwe,2,4,12,8
1,Delhi Daredevils,8,IK Pathan,6,4,RE van der Merwe,2,4,12,8
2,Kochi Tuskers Kerala,1,BB McCullum,7,6,M Klinger,2,6,10,12
2,Kochi Tuskers Kerala,2,BB McCullum,0,1,PA Patel,0,0,5,1
2,Kochi Tuskers Kerala,3,DPMD Jayawardene,11,11,PA Patel,1,3,13,14
2,Kochi Tuskers Kerala,4,BJ Hodge,14,14,DPMD Jayawardene,7,17,22,31
2,Kochi Tuskers Kerala,5,RA Jadeja,14,10,BJ Hodge,13,11,27,21
2,Kochi Tuskers Kerala,6,B Akhil,13,9,RA Jadeja,3,4,16,13
2,Kochi Tuskers Kerala,7,R Vinay Kumar,11,8,RA Jadeja,14,8,25,16
2,Kochi Tuskers Kerala,8,RR Powar,0,1,R Vinay Kumar,0,0,0,1
2,Kochi Tuskers Kerala,9,S Sreesanth,0,2,R Vinay Kumar,0,0,0,2
2,Kochi Tuskers Kerala,10,RP Singh,1,1,R Vinay Kumar,0,1,1,2
