match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2014-04-18,Sunrisers Hyderabad,Sheikh Zayed Stadium,8,2,2,0,400.0,not out,8
7,2014-04-20,Kings XI Punjab,Sharjah Cricket Stadium,8,7,0,1,114.29,not out,7
10,2014-04-23,Chennai Super Kings,Dubai International Cricket Stadium,4,2,1,0,200.0,c MS Dhoni b IC Pandey,8
19,2014-04-29,Kolkata Knight Riders,Sheikh Zayed Stadium,2,1,0,0,200.0,not out,7
25,2014-05-05,Kolkata Knight Riders,"Sardar Patel Stadium, Motera",1,1,0,0,100.0,not out,7
30,2014-05-08,Sunrisers Hyderabad,"Sardar Patel Stadium, Motera",4,6,0,0,66.67,c AJ Finch b B Kumar,8
35,2014-05-11,Royal Challengers Bangalore,M Chinnaswamy Stadium,41,17,3,3,241.18,not out,7
37,2014-05-13,Chennai Super Kings,JSCA International Stadium Complex,1,4,0,0,25.0,b RA Jadeja,7
41,2014-05-15,Delhi Daredevils,"Sardar Patel Stadium, Motera",23,8,0,3,287.5,not out,7
44,2014-05-19,Mumbai Indians,"Sardar Patel Stadium, Motera",31,21,1,2,147.62,not out,9
52,2014-05-23,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",35,13,1,4,269.23,not out,8
56,2014-05-25,Mumbai Indians,Wankhede Stadium,23,12,0,3,191.67,c CJ Anderson b KA Pollard,5
