match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2014-04-18,Sunrisers Hyderabad,Sheikh Zayed Stadium,3.0,0,27,0,9.0,2,1,0
7,2014-04-20,Kings XI Punjab,Sharjah Cricket Stadium,3.4,0,45,1,12.27,2,1,0
10,2014-04-23,Chennai Super Kings,Dubai International Cricket Stadium,3.0,0,38,1,12.67,2,1,0
19,2014-04-29,Kolkata Knight Riders,Sheikh Zayed Stadium,2.0,0,11,3,5.5,7,2,0
23,2014-05-03,Delhi Daredevils,Feroz Shah Kotla,4.0,0,26,2,6.5,8,0,0
25,2014-05-05,Kolkata Knight Riders,"Sardar Patel Stadium, Motera",4.0,0,27,0,6.75,7,0,1
30,2014-05-08,Sunrisers Hyderabad,"Sardar Patel Stadium, Motera",4.0,0,20,0,5.0,9,1,0
35,2014-05-11,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,42,1,10.5,9,1,0
37,2014-05-13,Chennai Super Kings,JSCA International Stadium Complex,3.4,0,37,1,10.09,6,3,0
41,2014-05-15,Delhi Daredevils,"Sardar Patel Stadium, Motera",1.0,0,6,1,6.0,3,0,0
44,2014-05-19,Mumbai Indians,"Sardar Patel Stadium, Motera",4.0,0,47,0,11.75,8,1,0
52,2014-05-23,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",3.0,0,39,1,13.0,5,0,1
56,2014-05-25,Mumbai Indians,Wankhede Stadium,3.4,0,54,0,14.73,4,1,0
