innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,CH Gayle,8,2.3
1,Royal Challengers Bangalore,2,KL Rahul,92,12.1
1,Royal Challengers Bangalore,3,AB de Villiers,109,14.4
1,Royal Challengers Bangalore,4,V Kohli,129,17.4
1,Royal Challengers Bangalore,5,Sachin Baby,167,19.6
1,Royal Challengers Bangalore,6,STR Binny,184,20.5
1,Royal Challengers Bangalore,7,SR Watson,185,20.6
2,Kolkata Knight Riders,1,RV Uthappa,6,1.6
2,Kolkata Knight Riders,2,CA Lynn,34,5.4
2,Kolkata Knight Riders,3,G Gambhir,66,9.6
2,Kolkata Knight Riders,4,MK Pandey,69,11.1
2,Kolkata Knight Riders,5,AD Russell,165,18.3
