innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kolkata Knight Riders,AD Russell,4.0,0,24,1,6.0,11,1,0
1,Kolkata Knight Riders,M Morkel,4.0,0,28,2,7.0,8,0,0
1,Kolkata Knight Riders,PP Chawla,4.0,0,32,2,8.0,6,0,0
1,Kolkata Knight Riders,SP Narine,4.0,0,45,0,11.25,7,0,0
1,Kolkata Knight Riders,UT Yadav,4.0,0,56,1,14.0,5,1,2
2,Royal Challengers Bangalore,S Aravind,2.1,0,16,1,7.38,6,3,0
2,Royal Challengers Bangalore,SR Watson,3.0,0,38,1,12.67,2,0,0
2,Royal Challengers Bangalore,STR Binny,2.0,0,17,1,8.5,4,0,0
2,Royal Challengers Bangalore,T Shamsi,4.0,0,51,0,12.75,5,0,0
2,Royal Challengers Bangalore,VR Aaron,4.0,0,34,0,8.5,8,4,0
2,Royal Challengers Bangalore,YS Chahal,4.0,0,27,2,6.75,9,2,0
