match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
11,2022-04-03,Chennai Super Kings,"Brabourne Stadium, Mumbai",26,17,0,3,152.94,c RV Uthappa b D Pretorius,5
16,2022-04-08,Gujarat Titans,"Brabourne Stadium, Mumbai",23,11,1,2,209.09,c Shubman Gill b DG Nalkande,5
23,2022-04-13,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",30,15,2,2,200.0,not out,5
28,2022-04-17,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",11,8,2,0,137.5,c & b Umran Malik,5
32,2022-04-20,Delhi Capitals,"Brabourne Stadium, Mumbai",32,23,5,0,139.13,lbw b AR Patel,5
42,2022-04-29,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",2,5,0,0,40.0,lbw b KH Pandya,6
52,2022-05-07,Rajasthan Royals,"Wankhede Stadium, Mumbai",38,18,4,2,211.11,not out,5
60,2022-05-13,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",9,5,2,0,180.0,b PWH de Silva,6
64,2022-05-16,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",44,34,3,2,129.41,c DA Warner b SN Thakur,6
70,2022-05-22,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",19,7,3,1,271.43,c PK Garg b J Suchith,6
