match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2021-04-12,Punjab Kings,"Wankhede Stadium, Mumbai",4.0,0,41,2,10.25,8,1,0
7,2021-04-15,Delhi Capitals,"Wankhede Stadium, Mumbai",3.0,0,27,1,9.0,7,1,0
12,2021-04-19,Chennai Super Kings,"Wankhede Stadium, Mumbai",4.0,0,33,2,8.25,10,2,0
16,2021-04-22,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",3.0,0,38,0,12.67,2,0,0
18,2021-04-24,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",4.0,0,23,4,5.75,18,1,0
24,2021-04-29,Mumbai Indians,"Arun Jaitley Stadium, Delhi",4.0,0,33,2,8.25,6,0,0
28,2021-05-02,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",4.0,0,29,3,7.25,8,3,0
32,2021-09-21,Punjab Kings,Dubai International Cricket Stadium,4.0,0,47,0,11.75,5,5,0
40,2021-09-27,Sunrisers Hyderabad,Dubai International Cricket Stadium,3.0,0,27,0,9.0,5,0,0
43,2021-09-29,Royal Challengers Bangalore,Dubai International Cricket Stadium,4.0,0,50,0,12.5,5,0,0
54,2021-10-07,Kolkata Knight Riders,Sharjah Cricket Stadium,4.0,0,28,1,7.0,9,3,0
