innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Sunrisers Hyderabad,death,64,0,30,12.8,5,2
1,Sunrisers Hyderabad,middle,58,2,54,6.44,5,19
1,Sunrisers Hyderabad,powerplay,41,2,36,6.83,5,18
2,Delhi Daredevils,death,53,0,30,10.6,7,6
2,Delhi Daredevils,middle,55,3,54,6.11,7,24
2,Delhi Daredevils,powerplay,49,1,36,8.17,9,18
