match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2023-04-01,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",21,11,1,2,190.91,c UT Yadav b TG Southee,4
8,2023-04-05,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",27,16,2,1,168.75,c R Parag b YS Chahal,4
14,2023-04-09,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4,9,1,0,44.44,c AK Markram b M Jansen,4
18,2023-04-13,Gujarat Titans,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",25,23,5,0,108.7,c WP Saha b MM Sharma,5
21,2023-04-15,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,4,0,0,50.0,c KL Rahul b MA Wood,7
27,2023-04-20,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",41,27,2,3,151.85,c Shahbaz Ahmed b HV Patel,7
31,2023-04-22,Mumbai Indians,"Wankhede Stadium, Mumbai",25,7,0,4,357.14,b JP Behrendorff,7
38,2023-04-28,Lucknow Super Giants,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",24,10,0,3,240.0,c KL Rahul b Yash Thakur,7
41,2023-04-30,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",21,10,2,1,210.0,c SK Rasheed b TU Deshpande,6
46,2023-05-03,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",49,27,5,2,181.48,not out,5
53,2023-05-08,Kolkata Knight Riders,"Eden Gardens, Kolkata",21,18,0,2,116.67,c Rahmanullah Gurbaz b CV Varun,5
59,2023-05-13,Delhi Capitals,"Arun Jaitley Stadium, Delhi",5,5,1,0,100.0,b AR Patel,4
64,2023-05-17,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",0,3,0,0,0.0,c KK Ahmed b A Nortje,5
66,2023-05-19,Rajasthan Royals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",44,28,3,3,157.14,c D Ferreira b Navdeep Saini,6
