match_number,date,opponent,venue,result,margin
1,2026-03-28,Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bengaluru",won,by 6 wickets
11,2026-04-05,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",won,by 43 runs
16,2026-04-10,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",lost,by 6 wickets
20,2026-04-12,Mumbai Indians,"Wankhede Stadium, Mumbai",won,by 18 runs
23,2026-04-15,Lucknow Super Giants,"M Chinnaswamy Stadium, Bengaluru",won,by 5 wickets
26,2026-04-18,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",lost,by 6 wickets
