innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Royal Challengers Bangalore,B Chipli,10,7,2,0,142.86,b RP Singh,1
1,Royal Challengers Bangalore,W Jaffer,44,37,6,0,118.92,c HH Gibbs b PP Ojha,2
1,Royal Challengers Bangalore,V Kohli,38,29,1,2,131.03,c SB Bangar b RP Singh,3
1,Royal Challengers Bangalore,JH Kallis,6,5,1,0,120.0,b PP Ojha,4
1,Royal Challengers Bangalore,Misbah-ul-Haq,3,5,0,0,60.0,lbw b Shahid Afridi,5
1,Royal Challengers Bangalore,R Dravid,26,19,1,2,136.84,c AS Yadav b SB Styris,6
1,Royal Challengers Bangalore,MV Boucher,16,14,2,0,114.29,b RP Singh,7
1,Royal Challengers Bangalore,P Kumar,8,4,2,0,200.0,"run out (SB Bangar, SB Styris)",8
2,Deccan Chargers,AC Gilchrist,10,11,2,0,90.91,c W Jaffer b Z Khan,1
2,Deccan Chargers,VVS Laxman,52,44,7,0,118.18,lbw b P Kumar,2
2,Deccan Chargers,HH Gibbs,5,7,1,0,71.43,c A Kumble b P Kumar,3
2,Deccan Chargers,RG Sharma,57,42,5,3,135.71,c W Jaffer b JH Kallis,4
2,Deccan Chargers,Shahid Afridi,1,2,0,0,50.0,c DW Steyn b P Kumar,5
2,Deccan Chargers,SB Styris,2,3,0,0,66.67,lbw b Z Khan,6
2,Deccan Chargers,AS Yadav,3,4,0,0,75.0,not out,7
2,Deccan Chargers,SB Bangar,17,7,0,2,242.86,not out,8
