innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,B Chipli,13,2.6
1,Royal Challengers Bangalore,2,W Jaffer,85,11.6
1,Royal Challengers Bangalore,3,JH Kallis,102,13.5
1,Royal Challengers Bangalore,4,V Kohli,104,14.2
1,Royal Challengers Bangalore,5,Misbah-ul-Haq,111,15.2
1,Royal Challengers Bangalore,6,MV Boucher,135,19.3
1,Royal Challengers Bangalore,7,P Kumar,150,20.4
1,Royal Challengers Bangalore,8,R Dravid,156,20.6
2,Deccan Chargers,1,AC Gilchrist,22,4.5
2,Deccan Chargers,2,HH Gibbs,31,6.1
2,Deccan Chargers,3,RG Sharma,127,17.5
2,Deccan Chargers,4,Shahid Afridi,128,18.1
2,Deccan Chargers,5,VVS Laxman,132,18.6
2,Deccan Chargers,6,SB Styris,132,19.1
