match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
3,Mumbai Indians,MK Pandey,0,5,0,0,0.0,b SL Malinga
3,Mumbai Indians,SC Ganguly,3,6,0,0,50.0,st KD Karthik b Harbhajan Singh
3,Mumbai Indians,WD Parnell,11,14,2,0,78.57,b MM Patel
3,Mumbai Indians,RV Uthappa,36,33,3,0,109.09,c & b KA Pollard
3,Mumbai Indians,CJ Ferguson,12,13,1,0,92.31,run out (RG Sharma)
3,Mumbai Indians,SPD Smith,39,32,4,0,121.88,c KA Pollard b MM Patel
3,Mumbai Indians,MN Samuels,4,4,0,0,100.0,b SL Malinga
3,Mumbai Indians,B Kumar,2,4,0,0,50.0,b PP Ojha
3,Mumbai Indians,M Kartik,14,9,1,1,155.56,not out
3,Mumbai Indians,R Sharma,0,0,0,0,0.0,"run out (KD Karthik, KA Pollard)"
8,Kings XI Punjab,JD Ryder,8,8,0,0,100.0,run out (P Kumar)
8,Kings XI Punjab,SC Ganguly,20,18,3,0,111.11,c PC Valthaty b AD Mascarenhas
8,Kings XI Punjab,MN Samuels,46,39,4,2,117.95,b Harmeet Singh
8,Kings XI Punjab,RV Uthappa,40,33,2,2,121.21,b Harmeet Singh
8,Kings XI Punjab,CJ Ferguson,3,6,0,0,50.0,c & b Harmeet Singh
8,Kings XI Punjab,SPD Smith,25,12,0,3,208.33,b JP Faulkner
8,Kings XI Punjab,MK Pandey,12,4,1,1,300.0,not out
8,Kings XI Punjab,R Sharma,0,2,0,0,0.0,not out
14,Kings XI Punjab,JD Ryder,7,11,1,0,63.64,"run out (DJ Hussey, AC Gilchrist)"
14,Kings XI Punjab,SC Ganguly,16,9,3,0,177.78,c SE Marsh b AD Mascarenhas
14,Kings XI Punjab,MN Samuels,2,12,0,0,16.67,b AD Mascarenhas
14,Kings XI Punjab,RV Uthappa,17,16,0,1,106.25,c Bipul Sharma b AD Mascarenhas
14,Kings XI Punjab,AD Mathews,11,9,2,0,122.22,lbw b Harmeet Singh
14,Kings XI Punjab,M Manhas,31,28,3,1,110.71,b AD Mascarenhas
14,Kings XI Punjab,SPD Smith,13,13,1,0,100.0,b PP Chawla
14,Kings XI Punjab,MK Pandey,0,3,0,0,0.0,c DJ Hussey b Harmeet Singh
14,Kings XI Punjab,R Sharma,2,4,0,0,50.0,c Mandeep Singh b AD Mascarenhas
14,Kings XI Punjab,A Nehra,2,4,0,0,50.0,not out
14,Kings XI Punjab,AB Dinda,2,5,0,0,40.0,run out (P Awana)
16,Chennai Super Kings,RV Uthappa,10,7,0,1,142.86,"run out (DJ Bravo, KMDN Kulasekara)"
16,Chennai Super Kings,JD Ryder,73,56,7,1,130.36,not out
16,Chennai Super Kings,SC Ganguly,16,16,1,0,100.0,"run out (RA Jadeja, R Ashwin)"
16,Chennai Super Kings,MN Samuels,8,15,0,0,53.33,b VY Mahesh
16,Chennai Super Kings,SPD Smith,44,22,4,3,200.0,not out
21,Royal Challengers Bangalore,RV Uthappa,69,45,9,2,153.33,c HV Patel b DL Vettori
