innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Mumbai Indians,S Dhawan,14,13,1,0,107.69,st AC Gilchrist b PP Ojha,1
1,Mumbai Indians,SR Tendulkar,35,25,5,0,140.0,lbw b R Sharma,2
1,Mumbai Indians,SS Tiwary,44,35,1,3,125.71,c RJ Harris b PP Ojha,3
1,Mumbai Indians,DJ Bravo,2,8,0,0,25.0,b PP Ojha,4
1,Mumbai Indians,AT Rayudu,55,29,6,2,189.66,not out,5
1,Mumbai Indians,KA Pollard,21,10,3,0,210.0,c A Symonds b RJ Harris,6
2,Deccan Chargers,HH Gibbs,17,15,3,0,113.33,c SR Tendulkar b Z Khan,1
2,Deccan Chargers,AC Gilchrist,19,14,1,1,135.71,b Z Khan,2
2,Deccan Chargers,VVS Laxman,4,7,0,0,57.14,"run out (KA Pollard, AT Rayudu)",3
2,Deccan Chargers,A Symonds,21,18,2,0,116.67,b R McLaren,4
2,Deccan Chargers,RG Sharma,11,13,0,0,84.62,c & b KA Pollard,5
2,Deccan Chargers,MD Mishra,5,7,0,0,71.43,c DJ Bravo b KA Pollard,6
2,Deccan Chargers,TL Suman,11,16,0,0,68.75,c AT Rayudu b Harbhajan Singh,7
2,Deccan Chargers,RJ Harris,13,10,1,0,130.0,c S Dhawan b R McLaren,8
2,Deccan Chargers,R Sharma,5,7,1,0,71.43,c DJ Bravo b Harbhajan Singh,9
2,Deccan Chargers,Jaskaran Singh,0,2,0,0,0.0,not out,10
2,Deccan Chargers,PP Ojha,2,2,0,0,100.0,b SL Malinga,11
