innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rising Pune Supergiant,AM Rahane,46,41,4,1,112.2,st RV Uthappa b SP Narine,1
1,Rising Pune Supergiant,RA Tripathi,38,23,7,0,165.22,b PP Chawla,2
1,Rising Pune Supergiant,SPD Smith,51,37,4,1,137.84,not out,3
1,Rising Pune Supergiant,MS Dhoni,23,11,1,2,209.09,st RV Uthappa b Kuldeep Yadav,4
1,Rising Pune Supergiant,MK Tiwary,1,2,0,0,50.0,st RV Uthappa b Kuldeep Yadav,5
1,Rising Pune Supergiant,DT Christian,16,6,0,2,266.67,c MK Pandey b UT Yadav,6
2,Kolkata Knight Riders,SP Narine,16,11,3,0,145.45,"run out (SN Thakur, MS Dhoni)",1
2,Kolkata Knight Riders,G Gambhir,62,46,6,1,134.78,c SN Thakur b DT Christian,2
2,Kolkata Knight Riders,RV Uthappa,87,47,7,6,185.11,c RA Tripathi b JD Unadkat,3
2,Kolkata Knight Riders,DM Bravo,6,5,1,0,120.0,not out,4
