innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kolkata Knight Riders,C de Grandhomme,2.0,0,14,0,7.0,2,0,0
1,Kolkata Knight Riders,CR Woakes,3.0,0,38,0,12.67,3,1,0
1,Kolkata Knight Riders,Kuldeep Yadav,4.0,0,31,2,7.75,8,0,0
1,Kolkata Knight Riders,PP Chawla,4.0,0,36,1,9.0,6,0,0
1,Kolkata Knight Riders,SP Narine,4.0,0,34,1,8.5,6,1,0
1,Kolkata Knight Riders,UT Yadav,3.0,0,28,1,9.33,7,3,0
2,Rising Pune Supergiant,DT Christian,4.0,0,31,1,7.75,7,2,0
2,Rising Pune Supergiant,Imran Tahir,4.0,0,48,0,12.0,4,0,0
2,Rising Pune Supergiant,JD Unadkat,3.0,0,26,1,8.67,5,1,0
2,Rising Pune Supergiant,RA Tripathi,1.0,0,12,0,12.0,0,0,0
2,Rising Pune Supergiant,SN Thakur,3.1,0,31,0,9.79,5,2,0
2,Rising Pune Supergiant,Washington Sundar,3.0,0,32,0,10.67,6,0,0
