innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rising Pune Supergiant,1,AM Rahane,24,24,RA Tripathi,38,23,65,47
1,Rising Pune Supergiant,2,SPD Smith,25,17,AM Rahane,22,17,47,34
1,Rising Pune Supergiant,3,MS Dhoni,23,11,SPD Smith,13,12,36,23
1,Rising Pune Supergiant,4,MK Tiwary,1,2,SPD Smith,1,1,2,3
1,Rising Pune Supergiant,5,DT Christian,16,6,SPD Smith,12,7,32,13
1,Rising Pune Supergiant,6,DT Christian,16,6,SPD Smith,12,7,32,13
2,Kolkata Knight Riders,1,SP Narine,16,11,G Gambhir,2,5,20,16
2,Kolkata Knight Riders,2,RV Uthappa,87,47,G Gambhir,60,38,158,85
2,Kolkata Knight Riders,3,G Gambhir,0,3,DM Bravo,1,2,1,5
2,Kolkata Knight Riders,4,DM Bravo,5,3,MK Pandey,0,0,5,3
