match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
72,2024-05-24,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,0,10,0,10.0,2,0,1
73,2024-05-26,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",1.0,0,5,0,5.0,2,0,0
