innings,team,wicket_number,player_out,score,over
1,Lucknow Super Giants,1,KL Rahul,35,4.5
1,Lucknow Super Giants,2,D Padikkal,45,6.1
1,Lucknow Super Giants,3,MP Stoinis,78,9.4
1,Lucknow Super Giants,4,Q de Kock,125,14.1
1,Lucknow Super Giants,5,N Pooran,146,16.1
1,Lucknow Super Giants,6,A Badoni,189,19.4
1,Lucknow Super Giants,7,Ravi Bishnoi,189,19.5
1,Lucknow Super Giants,8,Mohsin Khan,197,20.4
2,Punjab Kings,1,JM Bairstow,102,12.4
2,Punjab Kings,2,P Simran Singh,128,14.3
2,Punjab Kings,3,JM Sharma,139,16.4
2,Punjab Kings,4,S Dhawan,141,17.2
2,Punjab Kings,5,SM Curran,141,17.3
