match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
20,2010-03-25,Delhi Daredevils,M Chinnaswamy Stadium,8,9,1,0,88.89,b AB McDonald,10
46,2010-04-12,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",0,1,0,0,0.0,lbw b Harmeet Singh,9
52,2010-04-17,Mumbai Indians,M Chinnaswamy Stadium,0,2,0,0,0.0,b Z Khan,8
57,2010-04-21,Mumbai Indians,Dr DY Patil Sports Academy,5,5,1,0,100.0,b CRD Fernando,10
