match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
3,Chennai Super Kings,AR Patel,4.0,0,34,1,8.5,9
3,Chennai Super Kings,GJ Maxwell,2.0,0,23,0,11.5,3
3,Chennai Super Kings,L Balaji,4.0,0,43,2,10.75,6
3,Chennai Super Kings,MG Johnson,4.0,0,47,0,11.75,6
3,Chennai Super Kings,P Awana,3.0,0,35,1,11.67,5
3,Chennai Super Kings,R Dhawan,3.0,0,21,0,7.0,5
7,Rajasthan Royals,AR Patel,4.0,0,22,1,5.5,14
7,Rajasthan Royals,L Balaji,4.0,0,46,0,11.5,7
7,Rajasthan Royals,M Kartik,4.0,0,51,1,12.75,5
7,Rajasthan Royals,MG Johnson,4.0,0,29,1,7.25,11
7,Rajasthan Royals,P Awana,4.0,0,40,1,10.0,9
9,Sunrisers Hyderabad,AR Patel,4.0,0,20,2,5.0,10
9,Sunrisers Hyderabad,GJ Maxwell,1.0,0,10,0,10.0,1
9,Sunrisers Hyderabad,L Balaji,4.0,0,13,4,3.25,12
9,Sunrisers Hyderabad,MG Johnson,4.0,0,26,2,6.5,12
9,Sunrisers Hyderabad,R Dhawan,2.2,0,23,1,9.86,2
9,Sunrisers Hyderabad,Sandeep Sharma,4.0,0,26,1,6.5,10
15,Kolkata Knight Riders,AR Patel,4.0,0,16,2,4.0,11
15,Kolkata Knight Riders,L Balaji,3.0,0,21,1,7.0,7
15,Kolkata Knight Riders,MG Johnson,3.2,0,22,2,6.6,11
15,Kolkata Knight Riders,R Dhawan,4.0,0,24,1,6.0,7
15,Kolkata Knight Riders,Sandeep Sharma,4.0,1,21,3,5.25,16
18,Royal Challengers Bangalore,AR Patel,2.0,0,11,0,5.5,5
18,Royal Challengers Bangalore,GJ Maxwell,3.0,0,39,0,13.0,4
18,Royal Challengers Bangalore,L Balaji,4.0,0,17,1,4.25,11
18,Royal Challengers Bangalore,MG Johnson,4.0,0,19,2,4.75,12
18,Royal Challengers Bangalore,R Dhawan,4.0,0,14,2,3.5,11
18,Royal Challengers Bangalore,Sandeep Sharma,3.0,1,15,3,5.0,12
22,Mumbai Indians,AR Patel,4.0,0,40,0,10.0,5
22,Mumbai Indians,L Balaji,4.0,0,38,1,9.5,8
22,Mumbai Indians,MG Johnson,4.0,0,37,0,9.25,11
22,Mumbai Indians,R Dhawan,4.0,0,23,2,5.75,12
22,Mumbai Indians,Sandeep Sharma,3.1,0,29,2,9.16,11
29,Chennai Super Kings,AR Patel,4.0,0,28,0,7.0,4
29,Chennai Super Kings,GJ Maxwell,2.0,0,21,1,10.5,2
29,Chennai Super Kings,M Kartik,4.0,0,40,0,10.0,5
29,Chennai Super Kings,MG Johnson,4.0,0,37,2,9.25,9
29,Chennai Super Kings,R Dhawan,2.0,0,23,1,11.5,2
29,Chennai Super Kings,Sandeep Sharma,4.0,0,37,1,9.25,8
31,Royal Challengers Bangalore,AR Patel,4.0,0,22,1,5.5,7
31,Royal Challengers Bangalore,GJ Maxwell,1.0,0,24,0,24.0,0
31,Royal Challengers Bangalore,L Balaji,3.0,0,43,2,14.33,6
31,Royal Challengers Bangalore,MG Johnson,4.0,0,25,1,6.25,12
31,Royal Challengers Bangalore,Sandeep Sharma,4.0,0,25,3,6.25,15
31,Royal Challengers Bangalore,Shivam Sharma,4.0,0,26,2,6.5,12
34,Kolkata Knight Riders,AR Patel,4.0,0,20,0,5.0,12
34,Kolkata Knight Riders,GJ Maxwell,1.0,0,11,0,11.0,1
34,Kolkata Knight Riders,MG Johnson,3.0,0,33,0,11.0,5
34,Kolkata Knight Riders,P Awana,2.0,0,20,1,10.0,3
34,Kolkata Knight Riders,R Dhawan,4.0,0,32,0,8.0,2
34,Kolkata Knight Riders,Sandeep Sharma,4.0,0,32,0,8.0,11
39,Sunrisers Hyderabad,AR Patel,4.0,0,40,0,10.0,8
39,Sunrisers Hyderabad,MG Johnson,4.0,0,26,0,6.5,11
39,Sunrisers Hyderabad,R Dhawan,4.0,0,42,2,10.5,5
39,Sunrisers Hyderabad,Sandeep Sharma,4.0,0,65,1,16.25,6
39,Sunrisers Hyderabad,Shivam Sharma,4.0,0,31,1,7.75,11
45,Delhi Daredevils,AR Patel,4.0,1,18,1,4.5,12
45,Delhi Daredevils,BE Hendricks,4.0,0,36,3,9.0,9
45,Delhi Daredevils,R Dhawan,4.0,0,42,0,10.5,6
45,Delhi Daredevils,Sandeep Sharma,4.0,0,35,3,8.75,11
45,Delhi Daredevils,Shivam Sharma,4.0,0,32,0,8.0,5
48,Mumbai Indians,AR Patel,4.0,0,27,1,6.75,11
48,Mumbai Indians,BE Hendricks,4.0,0,33,1,8.25,10
48,Mumbai Indians,R Dhawan,4.0,0,30,1,7.5,6
48,Mumbai Indians,Sandeep Sharma,3.0,0,37,0,12.33,5
48,Mumbai Indians,Shivam Sharma,4.0,0,32,0,8.0,6
52,Rajasthan Royals,AR Patel,4.0,0,24,3,6.0,6
52,Rajasthan Royals,BE Hendricks,4.0,0,57,0,14.25,6
52,Rajasthan Royals,Karanveer Singh,4.0,0,16,2,4.0,12
52,Rajasthan Royals,L Balaji,4.0,0,37,1,9.25,9
52,Rajasthan Royals,R Dhawan,4.0,0,25,2,6.25,10
55,Delhi Daredevils,AR Patel,4.0,0,28,2,7.0,12
55,Delhi Daredevils,Karanveer Singh,4.0,0,22,2,5.5,8
55,Delhi Daredevils,MG Johnson,3.1,1,27,2,8.53,9
55,Delhi Daredevils,P Awana,3.0,0,15,2,5.0,11
55,Delhi Daredevils,R Dhawan,4.0,0,22,1,5.5,11
57,Kolkata Knight Riders,AR Patel,4.0,1,11,2,2.75,13
57,Kolkata Knight Riders,Karanveer Singh,4.0,0,40,3,10.0,7
57,Kolkata Knight Riders,MG Johnson,4.0,0,31,2,7.75,10
57,Kolkata Knight Riders,P Awana,4.0,0,33,0,8.25,9
57,Kolkata Knight Riders,R Dhawan,4.0,0,44,0,11.0,6
59,Chennai Super Kings,AR Patel,4.0,0,23,1,5.75,8
59,Chennai Super Kings,GJ Maxwell,1.0,0,4,0,4.0,3
59,Chennai Super Kings,Karanveer Singh,4.0,0,32,0,8.0,6
59,Chennai Super Kings,MG Johnson,4.0,0,44,1,11.0,8
59,Chennai Super Kings,P Awana,4.0,0,59,2,14.75,8
59,Chennai Super Kings,Sandeep Sharma,3.0,0,32,1,10.67,4
60,Kolkata Knight Riders,AR Patel,4.0,0,21,0,5.25,10
60,Kolkata Knight Riders,Karanveer Singh,4.0,0,54,4,13.5,9
60,Kolkata Knight Riders,L Balaji,4.0,0,41,0,10.25,6
60,Kolkata Knight Riders,MG Johnson,4.0,0,41,2,10.25,8
60,Kolkata Knight Riders,P Awana,3.3,0,43,0,12.29,3
