match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2023-04-02,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,27,1,6.75,10,2,0
8,2023-04-05,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",4.0,0,25,1,6.25,7,1,0
11,2023-04-08,Delhi Capitals,"Barsapara Cricket Stadium, Guwahati",4.0,0,25,2,6.25,10,3,0
17,2023-04-12,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,25,2,6.25,10,2,0
23,2023-04-16,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",4.0,0,37,0,9.25,4,0,0
26,2023-04-19,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",4.0,0,23,2,5.75,9,1,0
32,2023-04-23,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",4.0,0,36,1,9.0,6,1,0
37,2023-04-27,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",4.0,0,35,2,8.75,7,0,0
42,2023-04-30,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,0,27,2,6.75,8,1,0
48,2023-05-05,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",1.0,0,8,0,8.0,1,0,0
52,2023-05-07,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",4.0,0,35,1,8.75,5,3,0
56,2023-05-11,Kolkata Knight Riders,"Eden Gardens, Kolkata",4.0,0,32,0,8.0,6,0,0
60,2023-05-14,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",4.0,0,33,0,8.25,5,1,0
