innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Chennai Super Kings,CH Morris,4.0,0,25,2,6.25,9,0,0
1,Chennai Super Kings,DJ Bravo,4.0,0,35,2,8.75,8,1,0
1,Chennai Super Kings,DP Nannes,4.0,0,42,0,10.5,7,1,0
1,Chennai Super Kings,R Ashwin,4.0,0,24,0,6.0,7,0,0
1,Chennai Super Kings,RA Jadeja,4.0,0,27,1,6.75,10,0,0
2,Pune Warriors,AB Dinda,4.0,0,34,2,8.5,7,0,0
2,Pune Warriors,AJ Finch,1.0,0,9,0,9.0,0,0,0
2,Pune Warriors,AM Nayar,3.0,0,21,1,7.0,6,0,0
2,Pune Warriors,B Kumar,4.0,1,12,2,3.0,15,1,0
2,Pune Warriors,MR Marsh,4.0,0,35,2,8.75,7,1,0
2,Pune Warriors,R Sharma,4.0,0,24,1,6.0,9,0,0
