innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,1,5,Kolkata Knight Riders,Shubman Gill,DL Chahar,Tapan Sharma,,upheld,False
1,6,1,Kolkata Knight Riders,VR Iyer,SN Thakur,CB Gaffaney,,struck down,False
1,20,5,Chennai Super Kings,SP Narine,JR Hazlewood,CB Gaffaney,,struck down,False
2,20,5,Chennai Super Kings,RA Jadeja,SP Narine,Tapan Sharma,,struck down,True
