match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2026-03-31,Gujarat Titans,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",37,24,1,4,154.17,c M Prasidh Krishna b Rashid Khan,2
7,2026-04-03,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",43,34,6,1,126.47,"run out (RD Gaikwad, SN Khan)",2
17,2026-04-11,Sunrisers Hyderabad,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",51,25,4,4,204.0,c H Klaasen b Shivang Kumar,2
24,2026-04-16,Mumbai Indians,"Wankhede Stadium, Mumbai",80,39,11,2,205.13,not out,2
29,2026-04-19,Lucknow Super Giants,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",0,1,0,0,0.0,c MR Marsh b Mohammed Shami,2
35,2026-04-25,Delhi Capitals,"Arun Jaitley Stadium, Delhi",76,26,9,5,292.31,lbw b Kuldeep Yadav,2
40,2026-04-28,Rajasthan Royals,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",59,44,6,1,134.09,c R Parag b Yash Raj Punja,1
46,2026-05-03,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",15,14,2,0,107.14,c MJ Suthar b K Rabada,2
49,2026-05-06,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3,4,0,0,75.0,c PJ Cummins b Nithish Kumar Reddy,2
55,2026-05-11,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",18,15,3,0,120.0,c Auqib Nabi b Mukesh Kumar,2
58,2026-05-14,Mumbai Indians,"Himachal Pradesh Cricket Association Stadium, Dharamsala",57,32,6,4,178.12,c C Bosch b SN Thakur,2
61,2026-05-17,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2,5,0,0,40.0,c D Padikkal b B Kumar,2
68,2026-05-23,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",69,39,7,2,176.92,lbw b Arjun Tendulkar,2
