innings,team,wicket_number,player_out,score,over
1,Lucknow Super Giants,1,KL Rahul,82,11.4
1,Lucknow Super Giants,2,A Badoni,85,12.4
1,Lucknow Super Giants,3,DJ Hooda,99,14.2
1,Lucknow Super Giants,4,KR Mayers,104,14.5
1,Lucknow Super Giants,5,MP Stoinis,149,20.3
1,Lucknow Super Giants,6,N Pooran,153,20.5
1,Lucknow Super Giants,7,Yudhvir Singh,154,20.6
2,Rajasthan Royals,1,YBK Jaiswal,87,12.3
2,Rajasthan Royals,2,SV Samson,93,13.4
2,Rajasthan Royals,3,JC Buttler,97,14.3
2,Rajasthan Royals,4,SO Hetmyer,104,16.1
2,Rajasthan Royals,5,D Padikkal,141,20.3
2,Rajasthan Royals,6,Dhruv Jurel,141,20.4
