match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
12,2022-04-04,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",4.0,0,34,3,8.5,8,2,0
15,2022-04-07,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",4.0,0,30,0,7.5,7,3,0
20,2022-04-10,Rajasthan Royals,"Wankhede Stadium, Mumbai",4.0,0,50,2,12.5,9,0,0
26,2022-04-16,Mumbai Indians,"Brabourne Stadium, Mumbai",4.0,0,34,1,8.5,6,2,0
31,2022-04-19,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",4.0,0,25,2,6.25,8,2,0
37,2022-04-24,Mumbai Indians,"Wankhede Stadium, Mumbai",4.0,0,36,1,9.0,8,2,0
42,2022-04-29,Punjab Kings,"Maharashtra Cricket Association Stadium, Pune",1.0,0,8,0,8.0,1,0,0
45,2022-05-01,Delhi Capitals,"Wankhede Stadium, Mumbai",4.0,0,45,0,11.25,6,1,0
53,2022-05-07,Kolkata Knight Riders,"Maharashtra Cricket Association Stadium, Pune",2.3,0,31,3,12.4,4,0,0
57,2022-05-10,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",4.0,0,41,1,10.25,4,3,0
63,2022-05-15,Rajasthan Royals,"Brabourne Stadium, Mumbai",2.0,0,12,1,6.0,3,0,0
66,2022-05-18,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",4.0,0,45,0,11.25,8,2,0
