innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,KL Rahul,13,2.4
1,Kings XI Punjab,2,MA Agarwal,42,5.5
1,Kings XI Punjab,3,DA Miller,61,8.1
1,Kings XI Punjab,4,CH Gayle,106,13.2
1,Kings XI Punjab,5,SM Curran,106,13.6
1,Kings XI Punjab,6,Mandeep Singh,129,17.3
1,Kings XI Punjab,7,R Ashwin,151,20.1
2,Delhi Capitals,1,PP Shaw,24,4.1
2,Delhi Capitals,2,S Dhawan,116,14.3
2,Delhi Capitals,3,RR Pant,128,16.1
2,Delhi Capitals,4,CA Ingram,155,19.3
2,Delhi Capitals,5,AR Patel,156,19.4
