innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kings XI Punjab,KL Rahul,12,9,1,1,133.33,st RR Pant b S Lamichhane,1
1,Kings XI Punjab,CH Gayle,69,37,6,5,186.49,c AR Patel b S Lamichhane,2
1,Kings XI Punjab,MA Agarwal,2,9,0,0,22.22,c SE Rutherford b K Rabada,3
1,Kings XI Punjab,DA Miller,7,5,1,0,140.0,c PP Shaw b AR Patel,4
1,Kings XI Punjab,Mandeep Singh,30,27,1,1,111.11,st RR Pant b AR Patel,5
1,Kings XI Punjab,SM Curran,0,4,0,0,0.0,c & b S Lamichhane,6
1,Kings XI Punjab,R Ashwin,16,14,2,0,114.29,c SS Iyer b K Rabada,7
1,Kings XI Punjab,Harpreet Brar,20,12,2,1,166.67,not out,8
1,Kings XI Punjab,GC Viljoen,2,3,0,0,66.67,not out,9
2,Delhi Capitals,PP Shaw,13,11,1,1,118.18,run out (),1
2,Delhi Capitals,S Dhawan,56,41,7,1,136.59,c R Ashwin b GC Viljoen,2
2,Delhi Capitals,SS Iyer,58,49,5,1,118.37,not out,3
2,Delhi Capitals,RR Pant,6,7,1,0,85.71,c SM Curran b GC Viljoen,4
2,Delhi Capitals,CA Ingram,19,9,4,0,211.11,b Mohammed Shami,5
2,Delhi Capitals,AR Patel,1,1,0,0,100.0,run out (),6
2,Delhi Capitals,SE Rutherford,2,2,0,0,100.0,not out,7
