innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Capitals,A Mishra,4.0,0,41,0,10.25,2,0,0
1,Delhi Capitals,AR Patel,3.0,0,22,2,7.33,5,0,0
1,Delhi Capitals,I Sharma,4.0,0,29,0,7.25,11,2,0
1,Delhi Capitals,K Rabada,4.0,0,23,2,5.75,11,0,0
1,Delhi Capitals,S Lamichhane,4.0,0,40,3,10.0,12,0,0
1,Delhi Capitals,SE Rutherford,1.0,0,5,0,5.0,1,0,0
2,Kings XI Punjab,GC Viljoen,4.0,0,39,2,9.75,7,1,0
2,Kings XI Punjab,Harpreet Brar,2.0,0,24,0,12.0,0,0,0
2,Kings XI Punjab,M Ashwin,3.0,0,20,0,6.67,5,2,1
2,Kings XI Punjab,Mohammed Shami,4.0,0,21,1,5.25,10,0,0
2,Kings XI Punjab,R Ashwin,3.0,0,26,0,8.67,6,2,0
2,Kings XI Punjab,SM Curran,3.4,0,34,0,9.27,8,1,1
