innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kings XI Punjab,1,KL Rahul,12,9,CH Gayle,1,1,13,10
1,Kings XI Punjab,2,MA Agarwal,2,9,CH Gayle,27,10,29,19
1,Kings XI Punjab,3,DA Miller,7,5,CH Gayle,12,9,19,14
1,Kings XI Punjab,4,CH Gayle,29,17,Mandeep Singh,16,14,45,31
1,Kings XI Punjab,5,SM Curran,0,4,Mandeep Singh,0,0,0,4
1,Kings XI Punjab,6,Mandeep Singh,14,13,R Ashwin,9,8,23,21
1,Kings XI Punjab,7,Harpreet Brar,13,10,R Ashwin,7,6,22,16
1,Kings XI Punjab,8,Harpreet Brar,7,2,GC Viljoen,2,3,12,5
2,Delhi Capitals,1,PP Shaw,13,11,S Dhawan,11,8,24,19
2,Delhi Capitals,2,S Dhawan,45,33,SS Iyer,39,31,92,62
2,Delhi Capitals,3,SS Iyer,5,3,RR Pant,6,7,12,10
2,Delhi Capitals,4,SS Iyer,6,11,CA Ingram,19,9,27,20
2,Delhi Capitals,5,AR Patel,1,1,SS Iyer,0,0,1,1
2,Delhi Capitals,6,SE Rutherford,2,2,SS Iyer,8,4,10,6
