match_number,date,opponent,catches,stumpings,run_outs
27,2023-04-20,Royal Challengers Bangalore,2,0,0
31,2023-04-22,Mumbai Indians,1,0,0
64,2023-05-17,Delhi Capitals,1,0,0
66,2023-05-19,Rajasthan Royals,1,0,0
