innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,SR Tendulkar,40,7.5
1,Mumbai Indians,2,DR Smith,42,8.4
1,Mumbai Indians,3,KA Pollard,45,10.1
1,Mumbai Indians,4,KD Karthik,66,12.5
1,Mumbai Indians,5,AT Rayudu,82,16.1
2,Chennai Super Kings,1,M Vijay,9,3.1
2,Chennai Super Kings,2,SK Raina,9,3.2
2,Chennai Super Kings,3,S Badrinath,9,3.5
2,Chennai Super Kings,4,DJ Bravo,18,4.6
2,Chennai Super Kings,5,R Ashwin,34,7.4
2,Chennai Super Kings,6,MEK Hussey,40,10.1
2,Chennai Super Kings,7,MS Dhoni,52,12.2
2,Chennai Super Kings,8,CH Morris,54,13.1
2,Chennai Super Kings,9,MM Sharma,54,13.4
2,Chennai Super Kings,10,RA Jadeja,79,16.2
