innings,team,wicket_number,player_out,score,over
1,Delhi Daredevils,1,G Gambhir,0,1.1
1,Delhi Daredevils,2,V Sehwag,8,2.6
1,Delhi Daredevils,3,TM Dilshan,76,9.3
1,Delhi Daredevils,4,KD Karthik,114,14.6
1,Delhi Daredevils,5,MK Tiwary,188,20.5
2,Chennai Super Kings,1,PA Patel,57,6.2
2,Chennai Super Kings,2,ML Hayden,90,8.6
2,Chennai Super Kings,3,MS Dhoni,108,11.3
2,Chennai Super Kings,4,SK Raina,139,15.1
2,Chennai Super Kings,5,A Flintoff,156,16.6
2,Chennai Super Kings,6,S Badrinath,168,19.3
2,Chennai Super Kings,7,MS Gony,175,19.6
2,Chennai Super Kings,8,Joginder Sharma,179,20.3
2,Chennai Super Kings,9,L Balaji,179,20.4
