innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Delhi Daredevils,1,G Gambhir,0,1,V Sehwag,0,0,0,1
1,Delhi Daredevils,2,AB de Villiers,2,2,V Sehwag,6,9,8,11
1,Delhi Daredevils,3,TM Dilshan,50,27,AB de Villiers,18,12,68,39
1,Delhi Daredevils,4,KD Karthik,18,16,AB de Villiers,19,17,38,33
1,Delhi Daredevils,5,AB de Villiers,65,22,MK Tiwary,9,13,74,35
1,Delhi Daredevils,6,AB de Villiers,1,1,DL Vettori,0,0,1,1
2,Chennai Super Kings,1,PA Patel,16,15,ML Hayden,35,17,57,32
2,Chennai Super Kings,2,SK Raina,5,7,ML Hayden,22,10,33,16
2,Chennai Super Kings,3,MS Dhoni,5,7,SK Raina,13,8,18,15
2,Chennai Super Kings,4,A Flintoff,7,10,SK Raina,23,12,31,22
2,Chennai Super Kings,5,JA Morkel,7,4,A Flintoff,9,7,17,11
2,Chennai Super Kings,6,S Badrinath,7,8,JA Morkel,5,7,12,15
2,Chennai Super Kings,7,JA Morkel,0,1,MS Gony,6,2,7,3
2,Chennai Super Kings,8,Joginder Sharma,4,3,JA Morkel,0,0,4,3
2,Chennai Super Kings,9,JA Morkel,0,1,L Balaji,0,0,0,1
2,Chennai Super Kings,10,JA Morkel,1,1,M Muralitharan,0,1,1,2
