innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Pune Warriors,1,RV Uthappa,26,20,JD Ryder,34,22,63,42
1,Pune Warriors,2,SC Ganguly,6,8,RV Uthappa,37,21,45,29
1,Pune Warriors,3,RV Uthappa,6,4,MN Samuels,3,3,9,7
1,Pune Warriors,4,MN Samuels,30,15,SPD Smith,16,14,47,29
1,Pune Warriors,5,MN Samuels,1,2,AD Mathews,0,2,2,4
1,Pune Warriors,6,M Manhas,2,3,AD Mathews,10,5,12,8
1,Pune Warriors,7,M Manhas,4,1,B Kumar,0,0,4,1
2,Royal Challengers Bangalore,1,TM Dilshan,4,8,CH Gayle,2,7,7,15
2,Royal Challengers Bangalore,2,MA Agarwal,9,10,CH Gayle,23,12,35,21
2,Royal Challengers Bangalore,3,CH Gayle,12,16,V Kohli,16,19,30,35
2,Royal Challengers Bangalore,4,CH Gayle,44,13,SS Tiwary,10,11,55,23
2,Royal Challengers Bangalore,5,AB de Villiers,33,14,SS Tiwary,26,12,59,26
