innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Pune Warriors,RV Uthappa,69,45,9,2,153.33,c HV Patel b DL Vettori,1
1,Pune Warriors,JD Ryder,34,22,4,1,154.55,c MA Agarwal b HV Patel,2
1,Pune Warriors,SC Ganguly,6,8,0,0,75.0,c MA Agarwal b R Vinay Kumar,3
1,Pune Warriors,MN Samuels,34,20,1,2,170.0,run out (AB de Villiers),4
1,Pune Warriors,SPD Smith,16,14,0,1,114.29,"run out (AB de Villiers, R Vinay Kumar)",5
1,Pune Warriors,AD Mathews,10,7,0,1,142.86,c V Kohli b R Vinay Kumar,6
1,Pune Warriors,M Manhas,6,4,1,0,150.0,not out,7
2,Royal Challengers Bangalore,TM Dilshan,4,8,0,0,50.0,c RV Uthappa b AB Dinda,1
2,Royal Challengers Bangalore,CH Gayle,81,48,4,8,168.75,b A Nehra,2
2,Royal Challengers Bangalore,MA Agarwal,9,10,0,1,90.0,c M Manhas b MN Samuels,3
2,Royal Challengers Bangalore,V Kohli,16,19,1,0,84.21,c R Sharma b AD Mathews,4
2,Royal Challengers Bangalore,SS Tiwary,36,23,1,2,156.52,not out,5
2,Royal Challengers Bangalore,AB de Villiers,33,14,2,3,235.71,not out,6
