match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2020-09-21,Royal Challengers Bangalore,Dubai International Cricket Stadium,4.0,0,31,0,7.75,3,0,0
8,2020-09-26,Kolkata Knight Riders,Sheikh Zayed Stadium,4.0,0,25,1,6.25,8,0,0
11,2020-09-29,Delhi Capitals,Sheikh Zayed Stadium,4.0,0,14,3,3.5,12,0,0
14,2020-10-02,Chennai Super Kings,Dubai International Cricket Stadium,4.0,0,12,0,3.0,15,0,0
17,2020-10-04,Mumbai Indians,Sharjah Cricket Stadium,4.0,0,22,1,5.5,11,1,0
22,2020-10-08,Kings XI Punjab,Dubai International Cricket Stadium,4.0,1,12,3,3.0,13,0,0
26,2020-10-11,Rajasthan Royals,Dubai International Cricket Stadium,4.0,0,25,2,6.25,8,0,0
29,2020-10-13,Chennai Super Kings,Dubai International Cricket Stadium,4.0,0,30,0,7.5,10,0,0
35,2020-10-18,Kolkata Knight Riders,Sheikh Zayed Stadium,4.0,0,28,1,7.0,9,0,0
40,2020-10-22,Rajasthan Royals,Dubai International Cricket Stadium,4.0,0,20,1,5.0,9,0,0
43,2020-10-24,Kings XI Punjab,Dubai International Cricket Stadium,4.0,0,14,2,3.5,15,0,0
47,2020-10-27,Delhi Capitals,Dubai International Cricket Stadium,4.0,0,7,3,1.75,17,0,0
52,2020-10-31,Royal Challengers Bangalore,Sharjah Cricket Stadium,4.0,0,24,1,6.0,13,2,0
56,2020-11-03,Mumbai Indians,Sharjah Cricket Stadium,4.0,0,32,1,8.0,4,0,0
58,2020-11-06,Royal Challengers Bangalore,Sheikh Zayed Stadium,4.0,0,22,0,5.5,11,0,0
59,2020-11-08,Delhi Capitals,Sheikh Zayed Stadium,4.0,0,26,1,6.5,4,0,0
