innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,18,5,Chennai Super Kings,Shashank Singh,M Pathirana,Abhijit Bhattacharya,wicket,struck down,False
2,18,3,Punjab Kings,MS Dhoni,LH Ferguson,Abhijit Bhattacharya,wicket,struck down,True
