match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2011-04-10,Kings XI Punjab,Dr DY Patil Sports Academy,31,17,6,0,182.35,c AC Gilchrist b R McLaren,2
10,2011-04-13,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,17,10,3,0,170.0,c & b R Vinay Kumar,1
16,2011-04-17,Delhi Daredevils,Dr DY Patil Sports Academy,60,27,5,5,222.22,c AJ Finch b S Nadeem,1
21,2011-04-20,Mumbai Indians,Wankhede Stadium,12,15,2,0,80.0,c SR Tendulkar b AN Ahmed,1
29,2011-04-25,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",15,11,1,1,136.36,b R Ashwin,1
31,2011-04-27,Chennai Super Kings,Dr DY Patil Sports Academy,19,12,4,0,158.33,c S Anirudha b DE Bollinger,1
35,2011-04-29,Royal Challengers Bangalore,M Chinnaswamy Stadium,51,34,4,2,150.0,c M Kaif b J Syed Mohammad,1
38,2011-05-01,Rajasthan Royals,Sawai Mansingh Stadium,18,12,3,0,150.0,st DH Yagnik b J Botha,1
44,2011-05-04,Mumbai Indians,Dr DY Patil Sports Academy,0,1,0,0,0.0,c DS Kulkarni b Harbhajan Singh,1
51,2011-05-08,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",15,18,3,0,83.33,c DJ Hussey b BA Bhatt,1
53,2011-05-10,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",35,20,5,2,175.0,b PP Ojha,1
62,2011-05-16,Deccan Chargers,Dr DY Patil Sports Academy,18,14,1,1,128.57,c DB Ravi Teja b DW Steyn,1
65,2011-05-19,Kolkata Knight Riders,Dr DY Patil Sports Academy,1,6,0,0,16.67,c MK Tiwary b YK Pathan,1
